Account Name,Activity Date,Activity ID,Activity Name,Calculation1,FTEs,Hours this week,Covid Work,Datasource Filter,Hours last week,Manager ID,Manager,Name,Number of Records,Presales Activity Detail,Presales Activity Type,Time to Complete
Volutpat Nulla Inc.,1/16/2020,76E57078-60DD-4D2C-41CF-090D583DE935,Quisque varius. Nam porttitor scelerisque,3.5,0.038043478,,No,Yes,,793288 9418,Belle J. Shaw,Mariko J. Elliott,1,General Help,Customer Success,5
Interdum Curabitur Dictum Institute,2/25/2020,C6A5E363-3A09-D7C7-DDAE-CD795F11C415,"Covid Suspendisse dui. Fusce diam nunc,",2.5,0.019021739,,Yes,Yes,,102742 8000,Kelly C. Monroe,Grace A. Norman,1,General Help,Customer Success,2.5
Felis Ltd,1/24/2020,49918557-B343-5691-9C3E-5F78DB5B38BA,"aliquam, enim nec tempus scelerisque,",4.5,0.045652174,,No,Yes,,133074 6122,Ina E. Cochran,Cole J. Wilkinson,1,General Help,Customer Success,6
Adipiscing Consulting,1/15/2020,707E2193-0DB5-2792-BE13-8665075BFBD7,scelerisque neque. Nullam nisl. Maecenas,2.5,0.019021739,,No,Yes,,427877 3835,Dolan X. Russo,Rogan M. Le,1,General Help,Customer Success,2.5
Lectus Institute,1/10/2020,0C0BB65F-E311-B71E-71D2-03AB750FB366,et libero. Proin mi. Aliquam,4,0.030434783,,No,Yes,,192983 1723,Hilda Y. Merritt,Cailin C. Kane,1,Training,Customer Success,4
Ante Consulting,3/10/2020,19E2BB5D-DE01-6DEE-879A-62AE8C24F40F,Sed auctor odio a purus.,4.5,0.045652174,,No,Yes,,497454 2849,Holly P. Cameron,Dale C. Holmes,1,General Help,Customer Success,6
Accumsan Corporation,3/11/2020,36C7B119-4E10-6B3B-C405-CA9BE21E6106,"vitae, posuere at, velit. Cras",4,0.030434783,,No,Yes,,092105 7022,Declan D. Puckett,Cheryl U. Perkins,1,Analytics,Customer Success,4
Rutrum Magna Cras Foundation,1/3/2020,8ED68449-F9F0-1646-8771-0D264E13C7A9,tincidunt adipiscing. Mauris molestie pharetra,8,0.072282609,,No,Yes,,009948 1400,Nomlanga C. Tate,Beatrice M. Hickman,1,Data Support,Customer Success,9.5
Pretium Aliquet Corporation,2/5/2020,11631169-67F5-F0C4-0EEF-EF2A96C95988,sagittis placerat. Cras dictum ultricies,4.5,0.045652174,,No,Yes,,715522 6082,Leonard C. Ingram,Hilary C. Ingram,1,General Help,Customer Success,6
Ridiculus Corporation,2/27/2020,49A27D85-FC03-E43F-A742-B8BF59FB339D,"aliquam eu, accumsan sed, facilisis",3,0.034239130,,No,Yes,,392270 5201,Holly P. Cameron,Maxwell O. Dickson,1,Analytics,Customer Success,4.5
Vitae Velit Egestas LLC,3/3/2020,938063F7-3072-9C4D-431F-D7A352AA274F,"nec ante. Maecenas mi felis,",6.5,0.060869565,,No,Yes,,982576 3304,James Z. Garrett,Roanna B. Langley,1,General Help,Customer Success,8
Vulputate Eu Incorporated,2/14/2020,7325BB9B-2D65-981C-E03A-D95F7A6A2ECF,"lorem, vehicula et, rutrum eu,",3.5,0.038043478,,No,Yes,,337803 0997,Tasha V. Sellers,Dolan J. Mayo,1,Data Support,Customer Success,5
Nisl Maecenas Malesuada LLC,1/16/2020,3D494624-1CA7-F038-74D8-1D525F4D23BF,ut ipsum ac mi eleifend,3.5,0.026630435,,No,Yes,,188841 1798,Zorita A. Byers,Susan T. Warren,1,Training,Customer Success,3.5
Dui Augue Eu LLC,3/27/2020,2D014B56-E178-843A-BD57-E318F870CDE2,"aliquet lobortis, nisi nibh lacinia",1.5,0.011413043,,No,Yes,1.5,233717 4797,Gareth I. Gardner,Cassady G. Grimes,1,Training,Customer Success,1.5
Dignissim Lacus Inc.,3/16/2020,0A1A7F2B-14FC-0FC7-A807-A94F2080FFF7,tincidunt vehicula risus. Nulla eget,7.5,0.068478261,,No,Yes,,357812 9912,Ori I. Patrick,Lenore V. Delaney,1,Training,Customer Success,9
Odio Corp.,3/30/2020,40F2CE5E-CCE4-5790-2684-F62F5FC4AD89,Covid Nunc sed orci lobortis augue,6.5,0.060869565,8,Yes,Yes,,998037 3162,Zorita A. Byers,Jerome X. Wynn,1,Data Support,Customer Success,8
Nunc Mauris Ltd,3/3/2020,3155DD20-033C-1FB3-9643-9C4E02E0D7EB,enim consequat purus. Maecenas libero,7,0.064673913,,No,Yes,,758858 7282,Tasha V. Sellers,Dolan J. Mayo,1,Analytics,Customer Success,8.5
Et Limited,2/13/2020,9BC4D912-D02A-3C76-C016-E89D65A2532C,"est ac facilisis facilisis, magna",3.5,0.038043478,,No,Yes,,534245 5937,Ina E. Cochran,Kasper R. Marshall,1,Advanced Analysis,Customer Success,5
Nulla Tincidunt Neque Associates,3/4/2020,AC8338DD-2E6E-DCFA-D55F-DBE3CA3D39EB,non massa non ante bibendum,4,0.041847826,,No,Yes,,576256 3756,Karen K. Cote,Lyle J. Ballard,1,Analytics,Customer Success,5.5
Ut Tincidunt LLP,1/27/2020,2681FBA1-1D14-56A4-2998-3476D416E894,"Sed congue, elit sed consequat",6,0.057065217,,No,Yes,,265761 0578,Elliott C. Ortiz,Nathaniel K. Burton,1,General Help,Customer Success,7.5
Ad Litora Torquent LLP,1/10/2020,DB2582CA-66AF-45C4-2881-B7D54435A2A2,pulvinar arcu et pede. Nunc,3.5,0.038043478,,No,Yes,,346536 4986,Neil K. Sherman,Hyacinth N. Rosales,1,Data Support,Customer Success,5
Donec Consectetuer Mauris Incorporated,3/9/2020,C6103BCC-EE15-0420-CFE5-EE5B4F89F7DD,Covid eu sem. Pellentesque ut ipsum,6.5,0.060869565,,Yes,Yes,,465653 3215,Declan D. Puckett,Cheryl U. Perkins,1,General Help,Customer Success,8
Adipiscing Corp.,1/14/2020,A87D9738-2CDD-71A8-F741-5986693E86EE,lectus justo eu arcu. Morbi,2.5,0.019021739,,No,Yes,,426406 6152,James Z. Garrett,Tatyana E. Roach,1,Analytics,Customer Success,2.5
Ut Tincidunt Vehicula Corporation,3/27/2020,E34DD7B0-76C9-D69E-7E89-5012D5361566,posuere cubilia Curae; Phasellus ornare.,6.5,0.060869565,,No,Yes,8,734839 1926,Karen K. Cote,Zia E. Reeves,1,General Help,Customer Success,8
At Associates,1/2/2020,DBF37A00-6204-6D70-F9FA-4349360AAEB1,"Covid dolor dolor, tempus non, lacinia",6,0.057065217,,Yes,Yes,,764244 2375,Holly P. Cameron,Maxwell O. Dickson,1,Analytics,Customer Success,7.5
A Felis Ullamcorper Company,1/2/2020,3632B716-C6C9-9BC2-BD0B-2A9ABE4C8B9F,"Covid Quisque libero lacus, varius et,",1,0.007608696,,Yes,Yes,,082570 2764,Neil K. Sherman,Aphrodite E. Bishop,1,General Help,Customer Success,1
Egestas Blandit Nam Limited,2/14/2020,15BB034F-6D37-F78F-FF13-45AB8E33FCF2,"Covid imperdiet non, vestibulum nec, euismod",5.5,0.053260870,,Yes,Yes,,594970 1600,Neil K. Sherman,Kylan S. Stanton,1,General Help,Customer Success,7
Purus Company,1/9/2020,209407CC-96B3-2B4A-D915-1301D0093627,egestas. Fusce aliquet magna a,3.5,0.038043478,,No,Yes,,118157 3922,Kelly C. Monroe,Grace A. Norman,1,Analytics,Customer Success,5
Rhoncus Donec Limited,2/4/2020,E79C9929-0AA2-A602-8772-3A6AC1543203,"Covid amet, risus. Donec nibh enim,",1,0.007608696,,Yes,Yes,,146774 0773,Elliott C. Ortiz,Quentin N. Hendricks,1,General Help,Customer Success,1
Orci Quis Lectus Corp.,1/24/2020,BE4CBFF4-6B0C-E784-0E94-5F0880A982A2,"semper et, lacinia vitae, sodales",3,0.034239130,,No,Yes,,293440 5404,Tyrone Z. Pollard,Britanni M. Henry,1,General Help,Customer Success,4.5
Odio A Purus Consulting,3/5/2020,66765D32-19EE-F7CB-06CD-A7F77086EF09,"Covid id sapien. Cras dolor dolor,",1,0.007608696,,Yes,Yes,,673895 2685,Kyra C. Burnett,Jacob B. Stone,1,Training,Customer Success,1
Suscipit Nonummy Inc.,1/23/2020,DD7D0E54-8639-239B-2EC4-8AF56BD4B6EE,arcu. Vestibulum ante ipsum primis,2,0.015217391,,No,Yes,,595302 8791,April F. David,Illana D. Hewitt,1,General Help,Customer Success,2
Mauris Industries,3/25/2020,48434825-85FD-6860-0952-CA40E7BF6706,diam luctus lobortis. Class aptent,3,0.022826087,,No,Yes,3,178041 9311,Dolan X. Russo,Odysseus I. Vincent,1,General Help,Customer Success,3
Lobortis Mauris Corporation,1/10/2020,F7D6DBE7-CE07-B675-9700-16F488373D4B,dolor. Donec fringilla. Donec feugiat,3.5,0.038043478,,No,Yes,,413514 0889,Luke D. Tyson,Keegan B. Terry,1,General Help,Customer Success,5
Vitae Velit Egestas LLC,3/2/2020,49ED9FA9-ECD6-DC50-7591-109A16D32DBD,"nec, imperdiet nec, leo. Morbi",3.5,0.038043478,,No,Yes,,858967 0127,James Z. Garrett,Darrel F. Hancock,1,Data Support,Customer Success,5
Tellus Eu Ltd,1/21/2020,CD33670C-EEC4-9AC6-D1CB-5DE20413F240,neque. Nullam ut nisi a,3.5,0.026630435,,No,Yes,,168624 4763,Karen K. Cote,Davis X. Gallegos,1,Data Support,Customer Success,3.5
Consectetuer Adipiscing Consulting,2/27/2020,166B9AF6-D7BB-B793-5B4E-DDD0D3E48870,Aliquam ultrices iaculis odio. Nam,6,0.057065217,,No,Yes,,838279 8182,Karen K. Cote,Zia E. Reeves,1,Analytics,Customer Success,7.5
Tincidunt Limited,3/6/2020,B68EE301-23F0-1BFD-1550-03F1EDAE9D4D,Mauris nulla. Integer urna. Vivamus,3.5,0.026630435,,No,Yes,,078289 3788,Gareth I. Gardner,Cassady G. Grimes,1,General Help,Customer Success,3.5
Nisi Nibh Ltd,2/28/2020,0BC57158-07D7-5DED-6C7F-93D945C02E26,Cum sociis natoque penatibus et,6,0.057065217,,No,Yes,,366803 6019,James Z. Garrett,Roanna B. Langley,1,Advanced Analysis,Customer Success,7.5
Netus Institute,3/11/2020,A70BA83C-D59A-5CF2-B568-AE934CFFC425,"Covid imperdiet nec, leo. Morbi neque",4,0.041847826,,Yes,Yes,,854932 9376,Elliott C. Ortiz,Yuli L. Santana,1,Analytics,Customer Success,5.5
Enim Industries,1/14/2020,8730260D-F410-4CCD-D59F-B913D0E94A5E,luctus lobortis. Class aptent taciti,8.5,0.076086957,,No,Yes,,894343 0697,James Z. Garrett,Roanna B. Langley,1,Analytics,Customer Success,10
Molestie Limited,3/30/2020,4748CAD5-E393-FA27-5A11-80868C7B8995,"lorem, eget mollis lectus pede",3.5,0.026630435,3.5,No,Yes,,698502 1572,Ori I. Patrick,Lenore V. Delaney,1,Analytics,Customer Success,3.5
A Incorporated,1/28/2020,4E28A754-E76B-3AD5-AFDC-8527729BA201,"faucibus lectus, a sollicitudin orci",3,0.022826087,,No,Yes,,876720 8591,Dolan X. Russo,Stacy E. Espinoza,1,Analytics,Customer Success,3
Pellentesque Eget Dictum Company,1/31/2020,830F8A24-A304-6154-B300-AA1340931DCE,"sodales at, velit. Pellentesque ultricies",4,0.030434783,,No,Yes,,429441 6443,Chelsea D. Stone,Judith E. Pugh,1,Training,Customer Success,4
Ac Company,1/16/2020,FB4100B0-856E-4FAD-ABEC-CFE6079B5758,tristique pharetra. Quisque ac libero,3,0.022826087,,No,Yes,,829587 3916,Kyra C. Burnett,Quinn U. Santana,1,Advanced Analysis,Customer Success,3
Mauris Magna Corporation,1/22/2020,51AF95DB-D175-B25F-1C0B-1A3657AFC998,gravida sagittis. Duis gravida. Praesent,4.5,0.045652174,,No,Yes,,834220 8389,Libby C. Mclean,Indira X. Sears,1,General Help,Customer Success,6
Amet Ornare Lectus Inc.,1/31/2020,FFB4F6F2-66A0-692D-555E-BAB98997427E,Covid ac sem ut dolor dapibus,2,0.015217391,,Yes,Yes,,933277 3630,Zorita A. Byers,Susan T. Warren,1,Analytics,Customer Success,2
Elit PC,1/9/2020,CA37C557-FC3C-D477-7961-6FC220ADD6F0,"ut, nulla. Cras eu tellus",6,0.057065217,,No,Yes,,643941 4787,Luke D. Tyson,Imani L. Maynard,1,General Help,Customer Success,7.5
Habitant Morbi Incorporated,2/25/2020,5580B078-FD4E-B9F7-CC26-432E8DC6B8D5,Sed auctor odio a purus.,5,0.049456522,,No,Yes,,318705 2620,Luke D. Tyson,Imani L. Maynard,1,General Help,Customer Success,6.5
Felis Purus Ac LLC,1/17/2020,3482FA88-61A3-5EBA-3AF6-3171747EEDF2,vel turpis. Aliquam adipiscing lobortis,7.5,0.068478261,,No,Yes,,739882 1681,May R. Henderson,Maxwell P. Cole,1,General Help,Customer Success,9
Cras Vehicula Aliquet LLC,1/16/2020,E932A528-9C75-0ECC-DB68-8D544D0564FF,ut eros non enim commodo,6.5,0.060869565,,No,Yes,,687262 2235,Dolan X. Russo,Audrey I. Kirby,1,Training,Customer Success,8
Massa Integer Consulting,3/2/2020,BA5A42AB-E3A6-FC42-A0B4-AB62D0D776B3,turpis nec mauris blandit mattis.,8.5,0.076086957,,No,Yes,,103273 6033,Mikayla K. Moore,Gretchen H. Rojas,1,Analytics,Customer Success,10
Ipsum Porta Corp.,1/16/2020,9DD821E4-091F-EC36-4EB5-D5D2104C6E10,mattis. Cras eget nisi dictum,4,0.030434783,,No,Yes,,874594 6429,Coby G. Mckay,Nayda R. Dale,1,General Help,Customer Success,4
Nibh Quisque Nonummy Institute,3/28/2020,311E525F-4E33-A968-6DC8-20B72F54C92B,ut odio vel est tempor,2,0.015217391,,No,Yes,2,732557 0757,Libby C. Mclean,Galvin Y. Pruitt,1,Analytics,Customer Success,2
Mauris Corporation,3/4/2020,E4DB5730-90A4-55E1-7C07-0490169B6AC7,Covid sapien molestie orci tincidunt adipiscing.,5,0.049456522,,Yes,Yes,,639343 8756,Benjamin H. Contreras,Shannon P. Stokes,1,Training,Customer Success,6.5
Fringilla Ornare Placerat Foundation,1/9/2020,C5EB7893-F6C2-1EC5-91E1-8FB96CE99085,"nec, imperdiet nec, leo. Morbi",3.5,0.038043478,,No,Yes,,623689 3118,Declan D. Puckett,Camille A. Holman,1,General Help,Customer Success,5
Sem Nulla LLC,1/22/2020,55C3A8D7-0FD0-2124-18A4-8E1FE2075826,"Covid metus. In lorem. Donec elementum,",8.5,0.076086957,,Yes,Yes,,993237 7386,April F. David,Illana D. Hewitt,1,Advanced Analysis,Customer Success,10
Nec Ante Foundation,1/15/2020,6B4673BF-B4BF-3D95-58E7-065E6C663FE6,Covid Curabitur vel lectus. Cum sociis,6.5,0.060869565,,Yes,Yes,,566996 7571,Dolan X. Russo,Rogan M. Le,1,General Help,Customer Success,8
Sed Nunc Incorporated,2/10/2020,61D76212-9463-F0C3-3A25-106A94B114D3,"eleifend egestas. Sed pharetra, felis",2,0.015217391,,No,Yes,,557117 3052,Dolan X. Russo,Audrey I. Kirby,1,General Help,Customer Success,2
Mauris Industries,3/25/2020,F68C9574-CBF0-CAC7-180D-0BCC67792230,faucibus orci luctus et ultrices,1.5,0.011413043,,No,Yes,1.5,015824 8351,Elliott C. Ortiz,Yuli L. Santana,1,Training,Customer Success,1.5
Lorem Tristique Corp.,1/23/2020,24B05FF3-7B96-B7F6-3A8B-B20E712AD07D,tristique senectus et netus et,3.5,0.038043478,,No,Yes,,675500 6134,Tasha V. Sellers,Dolan J. Mayo,1,Data Support,Customer Success,5
Morbi Non Corp.,3/25/2020,93B2A0A6-54FF-2A1D-7FD4-AE1BB0C97762,"lorem, sit amet ultricies sem",6.5,0.060869565,,No,Yes,8,858496 8302,Luke D. Tyson,Reuben M. Banks,1,General Help,Customer Success,8
Ad Litora Torquent LLP,1/10/2020,A95F9F2A-03E7-A94B-4DFE-64B7269A41C0,"Covid leo, in lobortis tellus justo",4,0.030434783,,Yes,Yes,,519369 0087,Neil K. Sherman,Hyacinth N. Rosales,1,Training,Customer Success,4
Et Arcu Imperdiet Foundation,1/3/2020,04ED768B-811D-76DD-D13B-2C8A24C96FAD,eros. Proin ultrices. Duis volutpat,5.5,0.053260870,,No,Yes,,559634 6725,Libby C. Mclean,Galvin Y. Pruitt,1,Training,Customer Success,7
Tincidunt Limited,3/27/2020,A422F1A6-B8EE-6CF1-293A-CD1826F95687,augue scelerisque mollis. Phasellus libero,4.5,0.045652174,,No,Yes,6,319627 1807,Gareth I. Gardner,Cassady G. Grimes,1,General Help,Customer Success,6
Non Cursus Limited,2/28/2020,4642C45D-2F45-1CDE-1522-91B189A7265C,"ante. Nunc mauris sapien, cursus",4,0.030434783,,No,Yes,,688714 0876,Zorita A. Byers,Jerome X. Wynn,1,General Help,Customer Success,4
Nunc Nulla Consulting,1/27/2020,19851F0C-63C2-3948-8DB9-D4F2393B3963,Covid libero nec ligula consectetuer rhoncus.,6.5,0.060869565,,Yes,Yes,,128245 1002,Hadley J. Noel,Audrey M. Carey,1,Data Support,Customer Success,8
Elit Curabitur Sed Company,1/22/2020,E3DAE41F-D004-E4DF-527A-9BD7F6F1A110,Sed malesuada augue ut lacus.,2,0.015217391,,No,Yes,,058896 8644,Tasha V. Sellers,Dolan J. Mayo,1,Analytics,Customer Success,2
Blandit Mattis Cras Incorporated,2/28/2020,5C703373-F7A1-32CA-D500-1677FCB202DC,"vitae, aliquet nec, imperdiet nec,",7,0.064673913,,No,Yes,,416521 0784,Sage X. Holland,Malachi H. Carr,1,Analytics,Customer Success,8.5
Sociis PC,1/29/2020,C718BDBA-E06F-239B-A6BC-E49C599282F2,non dui nec urna suscipit,4.5,0.045652174,,No,Yes,,076679 0968,Caleb Q. Lott,Myles I. Nguyen,1,Analytics,Customer Success,6
Sagittis Duis Inc.,2/12/2020,23881D21-76D7-7BD8-1FE8-171544CA25EC,metus. Aenean sed pede nec,7,0.064673913,,No,Yes,,459857 1687,Neil K. Sherman,Blythe T. Meadows,1,Advanced Analysis,Customer Success,8.5
Neque Nullam Nisl Ltd,1/21/2020,686C8B20-E292-3634-C6DF-F98C6924A1EE,"Covid ante. Nunc mauris sapien, cursus",1,0.007608696,,Yes,Yes,,705409 8632,Dolan X. Russo,Stacy E. Espinoza,1,General Help,Customer Success,1
Nec Diam Duis LLC,3/3/2020,38006AD3-5ED1-12C3-033F-B68CAD80408C,sit amet nulla. Donec non,4,0.030434783,,No,Yes,,004954 5577,Coby G. Mckay,Ivy K. Benson,1,Training,Customer Success,4
Blandit Mattis Cras Incorporated,2/28/2020,1BBD9278-4D83-ECFF-FE68-47C39E321F3D,"non, feugiat nec, diam. Duis",3.5,0.038043478,,No,Yes,,449657 3165,Sage X. Holland,Malachi H. Carr,1,Analytics,Customer Success,5
Pede Ltd,2/5/2020,C68CE1B8-BBF9-9F3E-834F-540E329C0743,ac tellus. Suspendisse sed dolor.,3,0.034239130,,No,Yes,,962027 9761,Kaden A. Chase,Ifeoma Z. Summers,1,Training,Customer Success,4.5
Orci Quis Lectus Corporation,1/24/2020,F1F02884-9F54-DAFF-66ED-049FC93CDD03,Covid turpis nec mauris blandit mattis.,1,0.007608696,,Yes,Yes,,109825 3055,Luke D. Tyson,Adrienne W. May,1,Advanced Analysis,Customer Success,1
Enim Etiam Gravida Limited,3/27/2020,49AFAD54-4E95-E32C-0A88-E9787932A85D,urna suscipit nonummy. Fusce fermentum,3,0.022826087,,No,Yes,3,816070 8908,Holly P. Cameron,Kitra K. Moon,1,Advanced Analysis,Customer Success,3
Erat Sed Inc.,3/24/2020,5240EC17-F9E7-817F-0C57-D1A2D5D5698C,"et magnis dis parturient montes,",1,0.007608696,,No,Yes,1,457475 9348,Dolan X. Russo,Odysseus I. Vincent,1,Training,Customer Success,1
Morbi Non Corp.,3/18/2020,1439DA5C-1430-91D2-10BD-BFEF7222D2F6,nec quam. Curabitur vel lectus.,3.5,0.038043478,,No,Yes,,607392 3333,Luke D. Tyson,Brenden P. Hansen,1,General Help,Customer Success,5
Augue Eu Tempor Consulting,1/23/2020,29FC3724-FEFE-6E99-0A80-5342ED765A39,"vestibulum lorem, sit amet ultricies",1,0.007608696,,No,Yes,,346383 8254,Kaden A. Chase,Stephanie U. Perry,1,General Help,Customer Success,1
Nunc Quisque Ornare Company,1/30/2020,2ECF155F-0765-ACB8-79B4-E7BA8524934F,diam vel arcu. Curabitur ut,4.5,0.045652174,,No,Yes,,653569 7004,April F. David,Illana D. Hewitt,1,Training,Customer Success,6
Consectetuer Adipiscing Consulting,1/23/2020,F4AC1915-447D-3A78-0E8C-205253C37097,"posuere, enim nisl elementum purus,",1,0.007608696,,No,Yes,,538218 5378,Dolan X. Russo,Rogan M. Le,1,General Help,Customer Success,1
Pretium Aliquet Corporation,2/5/2020,E0B67BA5-A47D-09B0-5967-D289E03C0478,"Covid magnis dis parturient montes, nascetur",3,0.022826087,,Yes,Yes,,334471 1837,Leonard C. Ingram,Hilary C. Ingram,1,Analytics,Customer Success,3
Feugiat Placerat Institute,1/27/2020,1A848271-F42F-5CE7-1FE8-7B3D903A9CCE,nec quam. Curabitur vel lectus.,3.5,0.038043478,,No,Yes,,132093 3219,Belle J. Shaw,Mariko J. Elliott,1,Data Support,Customer Success,5
Faucibus Leo LLP,1/15/2020,57C7D7B5-7092-544F-E285-FBE195B2CE38,"mollis dui, in sodales elit",3,0.022826087,,No,Yes,,227005 7371,Luke D. Tyson,Sawyer W. Mcdonald,1,General Help,Customer Success,3
Ligula Incorporated,2/13/2020,999C032D-E15A-5B79-C99E-17469223EBB9,Covid ante ipsum primis in faucibus,4.5,0.045652174,,Yes,Yes,,334830 6535,Leonard C. Ingram,Ori E. Burton,1,Analytics,Customer Success,6
Pharetra Felis Eget Inc.,1/13/2020,30F3A29B-E73E-59F9-46FC-3C794F3D2358,"magna sed dui. Fusce aliquam,",3,0.022826087,,No,Yes,,764404 4039,Lucian N. Rosales,Kellie Q. Melendez,1,Training,Customer Success,3
A Tortor Industries,2/11/2020,4228CB22-6C1A-543C-20BD-4B412BADF12D,a tortor. Nunc commodo auctor,3.5,0.038043478,,No,Yes,,676670 2218,August K. Schroeder,Kylie Y. Mendez,1,Training,Customer Success,5
Tortor Integer Foundation,1/14/2020,0F12F2EA-5CDE-B3F8-C44B-0C64A2FC007E,"Covid pretium aliquet, metus urna convallis",8.5,0.076086957,,Yes,Yes,,279041 3005,Hadley J. Noel,Audrey M. Carey,1,Advanced Analysis,Customer Success,10
Metus Vitae Velit LLC,3/20/2020,0218FEEA-5861-C1D5-5FB7-0EC962DEF4AE,"Sed nulla ante, iaculis nec,",7,0.064673913,,No,Yes,,672878 1326,Buffy Y. Flynn,Georgia Q. Payne,1,General Help,Customer Success,8.5
In Hendrerit Consectetuer Associates,3/19/2020,68A613A7-BDF6-223B-6472-9E7A1C1971B7,fringilla est. Mauris eu turpis.,7.5,0.068478261,,No,Yes,,025934 7227,James Z. Garrett,Reed B. Spence,1,General Help,Customer Success,9
Et Ltd,2/4/2020,74A54DA4-0ABD-5B40-C564-A5E9D25B7350,erat neque non quam. Pellentesque,2,0.015217391,,No,Yes,,535345 6204,Holly P. Cameron,Maxwell O. Dickson,1,General Help,Customer Success,2
Amet Ornare Lectus Inc.,1/28/2020,CBC6A1A6-3888-707A-B244-7726CEECD8FA,"enim, sit amet ornare lectus",5,0.049456522,,No,Yes,,344859 7496,Zorita A. Byers,Susan T. Warren,1,General Help,Customer Success,6.5
Vitae Posuere Foundation,3/2/2020,BF261CB0-8A3B-8A24-1146-8130A8B0A117,"auctor quis, tristique ac, eleifend",8.5,0.076086957,,No,Yes,,675894 8639,Hadley J. Noel,Audrey M. Carey,1,Training,Customer Success,10
Aenean Sed Limited,3/26/2020,D2D5B802-18D1-AA18-6984-783E04A145B9,"Covid consectetuer, cursus et, magna. Praesent",7.5,0.068478261,,Yes,Yes,9,334867 3819,Kaden A. Chase,Stephanie U. Perry,1,Training,Customer Success,9
Malesuada LLP,1/31/2020,31FB431B-66D8-72EB-FE37-CD0BFD99EEAC,"dictum eleifend, nunc risus varius",5.5,0.053260870,,No,Yes,,893491 6506,Nomlanga C. Tate,Beatrice M. Hickman,1,Data Support,Customer Success,7
Felis Purus Ac LLC,1/17/2020,541143F4-17F7-B53F-5CA5-A76BD43F78D5,"risus. Donec nibh enim, gravida",3.5,0.038043478,,No,Yes,,349287 5947,May R. Henderson,Maxwell P. Cole,1,General Help,Customer Success,5
Fringilla Cursus PC,2/12/2020,85B48250-F9B4-50D3-2B99-2ED83D4DEC19,Vivamus sit amet risus. Donec,2,0.015217391,,No,Yes,,992267 7266,Wesley J. Hunt,Shelby E. Clarke,1,General Help,Customer Success,2
Phasellus Nulla Integer Limited,3/30/2020,3294F659-DED5-4B57-698E-F130A341D587,Covid Cras interdum. Nunc sollicitudin commodo,1,0.007608696,1,Yes,Yes,,898879 8933,Ori I. Patrick,Lenore V. Delaney,1,Training,Customer Success,1
Blandit Associates,3/3/2020,6A74A7DB-ADDF-C2E9-D8E9-65D0BBC868A0,Nunc commodo auctor velit. Aliquam,9,0.079891304,,No,Yes,,977381 8456,Gareth I. Gardner,Pamela I. Barnett,1,General Help,Customer Success,10.5
In Corp.,3/26/2020,948E775C-2724-4EAD-BF15-0728AF5D09E5,Covid erat vitae risus. Duis a,5,0.049456522,,Yes,Yes,6.5,357518 9455,April F. David,Louis O. Ward,1,Analytics,Customer Success,6.5
Eu Nibh Corporation,3/25/2020,0A525D43-D43F-E2C3-BAE8-AC38ED3F6423,Covid tellus id nunc interdum feugiat.,4,0.030434783,,Yes,Yes,4,368981 3438,Dolan X. Russo,Odysseus I. Vincent,1,Data Support,Customer Success,4
Sit Amet Metus PC,3/4/2020,E10E680E-27EB-AC8C-CDCE-488DFF8F14E1,nisl. Maecenas malesuada fringilla est.,7.5,0.068478261,,No,Yes,,043838 0800,Holly P. Cameron,Dale C. Holmes,1,Advanced Analysis,Customer Success,9
Morbi Non Corp.,1/15/2020,5C225519-6797-283E-5069-D875FC7BDDD9,Covid Nunc quis arcu vel quam,5.5,0.053260870,,Yes,Yes,,745404 6330,Elliott C. Ortiz,Yuli L. Santana,1,Analytics,Customer Success,7
Malesuada LLP,1/31/2020,6AE4B6D1-8230-E114-FF14-A26626C1C385,"facilisis vitae, orci. Phasellus dapibus",7.5,0.068478261,,No,Yes,,773322 7990,Nomlanga C. Tate,Beatrice M. Hickman,1,Advanced Analysis,Customer Success,9
Sed Pede PC,3/17/2020,DD7B3256-28EA-5375-F8C5-D9A1FD2CBA36,dui nec urna suscipit nonummy.,3.5,0.038043478,,No,Yes,,649200 1661,Tasha V. Sellers,Anastasia J. Myers,1,General Help,Customer Success,5
