Abbreviation,Profitable?,Profit Ratio,City,Column,Customer Name,Customer Segment,Discount,Number of Records,Order Date (copy),Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Row,Sales,Ship Date,Ship Mode,Shipping Cost,State (Extract),State,Unit Price,Zip Code
UT,False,-13%,Murray,4,Annie Thurman,Consumer,0.05,1,12/8/2012,12/8/2012,59297,Medium,13,0.39,Technology,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,-205.0242,West,8303,5,1582.47,12/10/2012,Delivery Truck,56.14,Utah,Utah,119.99,84107
IN,False,-40%,Columbus,7,Carlos Soltero,Small Business,0.1,1,12/9/2012,12/9/2012,56803,Not Specified,42,0.37,Office Supplies,Small Box,Xerox 1976,Paper,-103.27,Central,7949,3,258.19,12/9/2012,Regular Air,5.9,Indiana,Indiana,6.48,47201
CO,False,-4%,Highlands Ranch,3.5,Art Foster,Home Office,0.1,1,12/9/2012,12/9/2012,5735,Medium,10,0.66,Furniture,Jumbo Box,Global Adaptabilities™ Conference Tables,Tables,-107.49,West,801,4,2665.64,12/10/2012,Delivery Truck,35.67,Colorado,Colorado,280.98,80126
OH,True,+21%,Toledo,8,Steve Nguyen,Small Business,0,1,12/9/2012,12/9/2012,48483,Critical,18,0.38,Office Supplies,Wrap Bag,"Quartet Alpha® White Chalk, 12/Pack",Pens & Art Supplies,10.01,East,6807,3,47.55,12/10/2012,Express Air,1,Ohio,Ohio,2.21,43615
FL,True,+8%,North Miami,8.5,Ross Baird,Corporate,0,1,12/10/2012,12/10/2012,2818,Medium,39,0.39,Furniture,Small Pack,"GE 4 Foot Flourescent Tube, 40 Watt",Office Furnishings,44.71,South,420,8,593.21,12/11/2012,Regular Air,8.99,Florida,Florida,14.98,33161
VA,True,+33%,Richmond,8,Nora Price,Small Business,0.05,1,12/10/2012,12/10/2012,7527,Medium,37,0.46,Furniture,Small Pack,Artistic Insta-Plaque,Office Furnishings,186.87,South,1031,5,560.39,12/11/2012,Regular Air,3.73,Virginia,Virginia,15.68,23223
NY,False,-59%,Rotterdam,9.5,Tom Stivers,Corporate,0.02,1,12/10/2012,12/10/2012,39076,Critical,41,0.4,Office Supplies,Small Box,Xerox 1928,Paper,-131.16,East,5511,2,222.65,12/11/2012,Regular Air,6.26,New York,New York,5.28,12306
FL,False,-48%,North Miami,8.5,Ross Baird,Corporate,0.02,1,12/10/2012,12/10/2012,2818,Medium,2,0.36,Office Supplies,Small Box,Xerox 1892,Paper,-42.72,South,421,8,89.23,12/11/2012,Regular Air,13.26,Florida,Florida,38.76,33161
MN,True,+9%,Minnetonka Mills,4.5,Shaun Weien,Home Office,0.01,1,12/10/2012,12/10/2012,49283,High,25,0.38,Office Supplies,Small Box,Xerox 1881,Paper,31.74,Central,6908,2,334.71,12/11/2012,Regular Air,6.47,Minnesota,Minnesota,12.28,55343
VA,True,+32%,Richmond,8,Nora Price,Small Business,0.02,1,12/10/2012,12/10/2012,7527,Medium,42,0.56,Technology,Small Box,T65,Telephones and Communication,2288.637,South,1032,5,7062.616,12/11/2012,Regular Air,4.2,Virginia,Virginia,195.99,23223
FL,True,+34%,North Miami,8.5,Ross Baird,Corporate,0.05,1,12/10/2012,12/10/2012,2818,Medium,37,0.46,Furniture,Small Pack,Artistic Insta-Plaque,Office Furnishings,192.39,South,419,8,565.91,12/12/2012,Regular Air,3.73,Florida,Florida,15.68,33161
OK,False,-25%,Enid,4.5,Joni Blumstein,Consumer,0.1,1,12/11/2012,12/11/2012,12224,High,29,0.82,Technology,Wrap Bag,Accessory17,Telephones and Communication,-208.428,Central,1693,6,842.6135,12/11/2012,Regular Air,5,Oklahoma,Oklahoma,35.99,73703
KS,True,+3%,Liberal,5,Lisa DeCherney,Corporate,0.06,1,12/11/2012,12/11/2012,35364,Critical,37,0.67,Furniture,Jumbo Box,Bush Advantage Collection® Racetrack Conference Table,Tables,455.02,Central,4972,5,15897.01,12/12/2012,Delivery Truck,110.2,Kansas,Kansas,424.21,67901
NC,False,-50%,Raleigh,9,Maxwell Schwartz,Corporate,0.06,1,12/11/2012,12/11/2012,28037,High,31,0.37,Office Supplies,Small Box,HP Office Paper (20Lb. and 87 Bright),Paper,-101.28,South,3937,5,203.53,12/12/2012,Regular Air,6.93,North Carolina,North Carolina,6.68,27604
TX,True,+34%,Seguin,4,Cari MacIntyre,Corporate,0.06,1,12/11/2012,12/11/2012,36999,Medium,28,0.35,Technology,Jumbo Drum,Sharp 1540cs Digital Laser Copier,Copiers and Fax,4963.89,Central,5209,7,14475.74,12/12/2012,Delivery Truck,49,Texas,Texas,549.99,78155
TX,False,-156%,Seguin,4,Cari MacIntyre,Corporate,0.08,1,12/11/2012,12/11/2012,36999,Medium,3,0.57,Technology,Small Box,2160,Telephones and Communication,-479.083,Central,5210,7,306.6205,12/12/2012,Express Air,5.99,Texas,Texas,115.99,78155
OK,False,-61%,Enid,4.5,Joni Blumstein,Consumer,0.04,1,12/11/2012,12/11/2012,12224,High,2,0.63,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,-186.129,Central,1692,6,302.91,12/13/2012,Delivery Truck,51.94,Oklahoma,Oklahoma,124.49,73703
KS,False,-11%,Olathe,5,Angele Hood,Consumer,0.07,1,12/11/2012,12/11/2012,29857,Medium,41,0.77,Furniture,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,-639.47,Central,4200,5,5572.92,12/13/2012,Delivery Truck,36.09,Kansas,Kansas,140.98,66062
KS,False,-8%,Liberal,5,Lisa DeCherney,Corporate,0.06,1,12/11/2012,12/11/2012,35364,Critical,29,0.74,Furniture,Jumbo Box,Bretford Rectangular Conference Table Tops,Tables,-871.515,Central,4971,5,10338.93,12/13/2012,Delivery Truck,85.63,Kansas,Kansas,376.13,67901
NE,False,-20%,Grand Island,4.5,Bill Donatelli,Corporate,0.1,1,12/11/2012,12/11/2012,21091,High,32,0.35,Office Supplies,Small Box,GBC Instant Index™ System for Binding Systems,Binders and Binder Accessories,-54.5675,Central,2919,4,270.73,12/13/2012,Express Air,6.28,Nebraska,Nebraska,8.88,68801
KS,False,-76%,Liberal,5,Lisa DeCherney,Corporate,0.04,1,12/11/2012,12/11/2012,35364,Critical,16,0.4,Office Supplies,Small Box,Xerox 199,Paper,-54.75,Central,4970,5,72.08,12/13/2012,Regular Air,5.68,Kansas,Kansas,4.28,67901
TX,False,-36%,Round Rock,4,Alan Hwang,Corporate,0.02,1,12/11/2012,12/11/2012,52391,High,39,0.83,Office Supplies,Small Box,"Iris® 3-Drawer Stacking Bin, Black",Storage & Organization,-309.43,Central,7355,7,857.84,12/13/2012,Regular Air,11.52,Texas,Texas,20.89,78664
TX,True,+41%,Round Rock,4,Alan Hwang,Corporate,0.04,1,12/11/2012,12/11/2012,52391,High,36,0.38,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Paper,440.48,Central,7354,7,1072.36,12/13/2012,Regular Air,4.86,Texas,Texas,29.14,78664
KS,False,-44%,Liberal,5,Lisa DeCherney,Corporate,0.06,1,12/11/2012,12/11/2012,35364,Critical,8,0.6,Technology,Small Box,T28 WORLD,Telephones and Communication,-554.444,Central,4973,5,1265.293,12/13/2012,Regular Air,8.99,Kansas,Kansas,195.99,67901
WI,False,-53%,Waukesha,5.5,Todd Boyes,Small Business,0.06,1,12/12/2012,12/12/2012,7845,Critical,22,0.36,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders and Binder Accessories,-63.3765,Central,1062,2,118.56,12/12/2012,Express Air,5.68,Wisconsin,Wisconsin,4.91,53186
WI,True,+47%,Waukesha,5.5,Todd Boyes,Small Business,0.07,1,12/12/2012,12/12/2012,7845,Critical,45,0.35,Office Supplies,Small Box,Xerox 1916,Paper,1012.67,Central,1063,2,2145.05,12/13/2012,Express Air,5.86,Wisconsin,Wisconsin,48.94,53186
CA,True,+31%,San Gabriel,2,Aaron Hawkins,Home Office,0.02,1,12/12/2012,12/12/2012,16102,Not Specified,25,0.6,Furniture,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,4089.27,West,2228,5,13255.93,12/14/2012,Delivery Truck,26,California,California,500.98,91776
IN,False,-8%,South Bend,7,Joy Smith,Consumer,0,1,12/13/2012,12/13/2012,13120,Low,8,0.39,Office Supplies,Small Box,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,-17.365,Central,1827,3,216.33,12/13/2012,Regular Air,12.98,Indiana,Indiana,24.92,46614
ME,True,+48%,Auburn,11.5,Hunter Lopez,Consumer,0.06,1,12/13/2012,12/13/2012,38882,Critical,40,0.37,Office Supplies,Small Box,Xerox 1888,Paper,1043.43,East,5470,0,2169.49,12/13/2012,Regular Air,4.85,Maine,Maine,55.48,04210
MN,False,-41%,Hopkins,4.5,Hunter Lopez,Consumer,0.1,1,12/13/2012,12/13/2012,38882,Critical,37,0.74,Furniture,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,-1799.35,Central,5471,2,4411.5,12/14/2012,Delivery Truck,70.2,Minnesota,Minnesota,122.99,55305
WV,True,+24%,Morgantown,7.5,Candace McMahon,Corporate,0.03,1,12/13/2012,12/13/2012,38400,Not Specified,8,0.54,Furniture,Wrap Bag,DAX Wood Document Frame.,Office Furnishings,28.08,East,5401,4,114.73,12/14/2012,Express Air,6.85,West Virginia,West Virginia,13.73,26501
FL,True,+31%,Titusville,8.5,Valerie Takahito,Consumer,0.03,1,12/13/2012,12/13/2012,54468,High,15,0.39,Office Supplies,Small Box,Avery 494,Labels,12.76,South,7613,8,40.75,12/14/2012,Regular Air,0.5,Florida,Florida,2.61,32780
FL,False,-27%,Titusville,8.5,Valerie Takahito,Consumer,0.01,1,12/13/2012,12/13/2012,54468,High,35,0.58,Office Supplies,Small Pack,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Pens & Art Supplies,-114.18,South,7614,8,424.09,12/14/2012,Regular Air,7.95,Florida,Florida,11.66,32780
TX,True,+96%,Friendswood,4,Jeremy Ellison,Small Business,0.09,1,12/13/2012,12/13/2012,1891,Low,3,0.65,Furniture,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Office Furnishings,290.31,Central,274,7,302.36,12/15/2012,Regular Air,5.81,Texas,Texas,107.53,77546
IN,True,+14%,South Bend,7,Joy Smith,Consumer,0.09,1,12/13/2012,12/13/2012,13120,Low,46,0.4,Office Supplies,Small Box,GBC Binding covers,Binders and Binder Accessories,82.5945,Central,1826,3,590.43,12/20/2012,Regular Air,4.98,Indiana,Indiana,12.95,46614
NC,True,+1%,Gastonia,9,Jonathan Doherty,Corporate,0.04,1,12/13/2012,12/13/2012,5765,Low,23,0.38,Office Supplies,Small Box,Xerox 1880,Paper,9.06,South,804,5,849.46,12/20/2012,Regular Air,19.99,North Carolina,North Carolina,35.44,28052
KY,False,-66%,Owensboro,6.5,Mark Van Huff,Home Office,0,1,12/14/2012,12/14/2012,59556,Not Specified,5,0.56,Technology,Small Box,TimeportP7382,Telephones and Communication,-615.912,South,8332,4,927.9875,12/15/2012,Regular Air,8.99,Kentucky,Kentucky,205.99,42301
KY,True,+16%,Owensboro,6.5,Mark Van Huff,Home Office,0,1,12/14/2012,12/14/2012,59556,Not Specified,27,0.37,Office Supplies,Wrap Bag,Binder Clips by OIC,Rubber Bands,6.81,South,8331,4,43.46,12/16/2012,Regular Air,0.7,Kentucky,Kentucky,1.48,42301
VA,True,+18%,Winchester,8,Phillina Ober,Small Business,0,1,12/15/2012,12/15/2012,930,Critical,11,0.39,Office Supplies,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Paper,13.91,South,148,5,79.19,12/15/2012,Regular Air,2,Virginia,Virginia,6.88,22601
CA,False,-8%,Laguna Hills,2,Jill Matthias,Consumer,0,1,12/15/2012,12/15/2012,48192,Critical,15,0.77,Furniture,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,-173.96,West,6765,5,2277.67,12/16/2012,Delivery Truck,36.09,California,California,140.98,92653
VA,False,-5%,Winchester,8,Phillina Ober,Small Business,0.03,1,12/15/2012,12/15/2012,930,Critical,22,0.76,Furniture,Medium Box,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Office Furnishings,-41.64,South,147,5,922.39,12/16/2012,Express Air,58.66,Virginia,Virginia,41.32,22601
FL,False,-28%,Belle Glade,8.5,Denny Joy,Corporate,0.1,1,12/15/2012,12/15/2012,19300,Critical,10,0.36,Office Supplies,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,-22.36,South,2669,8,78.72,12/16/2012,Regular Air,5.83,Florida,Florida,7.64,33430
CA,False,-5%,Coachella,2,Mick Brown,Consumer,0.06,1,12/15/2012,12/15/2012,25027,Medium,25,0.65,Furniture,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,Tables,-178.54,West,3511,5,3585.91,12/17/2012,Delivery Truck,43.75,California,California,146.34,92236
MO,True,+24%,Ozark,5.5,Helen Andreada,Corporate,0.04,1,12/15/2012,12/15/2012,3110,High,13,0.36,Technology,Jumbo Drum,Epson C82 Color Inkjet Printer,Office Machines,377.81,Central,460,4,1601.32,12/17/2012,Delivery Truck,14,Missouri,Missouri,119.99,65721
IL,True,+33%,Joliet,6,Muhammed MacIntyre,Small Business,0.01,1,12/15/2012,12/15/2012,58144,Low,29,0.39,Office Supplies,Small Box,Xerox 1935,Paper,257.32,Central,8133,3,778.38,12/22/2012,Regular Air,5.86,Illinois,Illinois,26.38,60432
NJ,False,-59%,Newark,10,Astrea Jones,Corporate,0.1,1,12/16/2012,12/16/2012,46341,High,23,0.59,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,-23.14,East,6512,3,39.13,12/17/2012,Regular Air,1.57,New Jersey,New Jersey,1.68,07101
CA,True,+20%,San Francisco,2,Juliana Krohn,Corporate,0.1,1,12/16/2012,12/16/2012,15111,Not Specified,13,0.57,Office Supplies,Small Box,Kensington 4 Outlet MasterPiece® Compact Power Control Center,Appliances,192.38,West,2123,5,970.47,12/18/2012,Regular Air,0.99,California,California,81.32,94110
KY,False,-55%,Henderson,6.5,Darrin Van Huff,Home Office,0.09,1,12/16/2012,12/16/2012,23936,Medium,27,0.58,Office Supplies,Wrap Bag,12 Colored Short Pencils,Pens & Art Supplies,-39.33,South,3345,4,71.39,12/18/2012,Regular Air,2.4,Kentucky,Kentucky,2.6,42420
UT,False,-14%,Pleasant Grove,4,Cari Sayre,Corporate,0.08,1,12/17/2012,12/17/2012,359,Medium,30,0.63,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,-500.38,West,64,5,3659.66,12/18/2012,Delivery Truck,51.94,Utah,Utah,124.49,84062
NC,False,-23%,Albemarle,9,Bill Eplett,Corporate,0.04,1,12/17/2012,12/17/2012,47203,Critical,8,0.37,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,-30.02,South,6638,5,129.18,12/18/2012,Regular Air,4,North Carolina,North Carolina,15.98,28001
NC,True,+33%,Albemarle,9,Bill Eplett,Corporate,0.06,1,12/17/2012,12/17/2012,47203,Critical,44,0.39,Office Supplies,Small Box,Xerox 1929,Paper,337.97,South,6639,5,1016.26,12/19/2012,Regular Air,5.47,North Carolina,North Carolina,22.84,28001
OR,False,-26%,West Linn,1.5,Ken Lonsdale,Consumer,0.09,1,12/17/2012,12/17/2012,47207,Low,15,0.64,Technology,Small Box,Belkin ErgoBoard™ Keyboard,Computer Peripherals,-111.94,West,6640,4,437.87,12/21/2012,Express Air,6.5,Oregon,Oregon,30.98,97068
MN,False,-17%,Cottage Grove,4.5,Michael Granlund,Home Office,0.1,1,12/17/2012,12/17/2012,51975,Low,12,0.58,Technology,Small Box,DPC 650 Piper,Telephones and Communication,-181.005,Central,7290,2,1064.7865,12/21/2012,Regular Air,2.5,Minnesota,Minnesota,115.99,55016
TN,True,+4%,Knoxville,7,Amy Hunt,Small Business,0.1,1,12/17/2012,12/17/2012,31847,Low,46,0.7,Technology,Small Box,Microsoft Natural Keyboard Elite,Computer Peripherals,61,South,4470,5,1692.28,12/21/2012,Regular Air,4,Tennessee,Tennessee,39.98,37918
MN,True,+27%,Maplewood,4.5,Sarah Jordon,Consumer,0.09,1,12/17/2012,12/17/2012,22947,Low,19,0.55,Furniture,Small Pack,Aluminum Document Frame,Office Furnishings,58.84,Central,3200,2,216.25,12/24/2012,Regular Air,2.85,Minnesota,Minnesota,12.22,55119
MO,False,-37%,University City,5.5,Ken Lonsdale,Consumer,0.04,1,12/18/2012,12/18/2012,38240,High,4,0.38,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,-15.525,Central,5379,4,41.53,12/18/2012,Regular Air,6.19,Missouri,Missouri,8.6,63130
CA,False,-65%,Coachella,2,Michael Stewart,Small Business,0.06,1,12/18/2012,12/18/2012,36033,Not Specified,15,0.64,Technology,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,-54.01,West,5053,5,83.02,12/18/2012,Express Air,4.62,California,California,4.98,92236
IN,True,+8%,Anderson,7,Carlos Soltero,Consumer,0.04,1,12/18/2012,12/18/2012,26240,Critical,39,0.44,Furniture,Wrap Bag,3M Hangers With Command Adhesive,Office Furnishings,12,Central,3663,3,145.68,12/19/2012,Regular Air,1.61,Indiana,Indiana,3.7,46016
ME,True,+4%,Saco,11.5,Denise Leinenbach,Corporate,0.1,1,12/18/2012,12/18/2012,6369,High,30,0.71,Furniture,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Tables,545.69745,East,886,0,14922.16,12/20/2012,Delivery Truck,45.7,Maine,Maine,550.98,04072
NH,False,-122%,Londonderry,11,Sylvia Foulston,Corporate,0.05,1,12/18/2012,12/18/2012,40356,Not Specified,48,0.6,Office Supplies,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Appliances,-245.67,East,5706,1,201.98,12/20/2012,Express Air,6.89,New Hampshire,New Hampshire,4.06,03053
CT,True,+42%,Norwalk,11,Barry Franz,Corporate,0.1,1,12/18/2012,12/18/2012,41607,Medium,36,0.35,Office Supplies,Small Box,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,1719.4735,East,5864,3,4115.74,12/20/2012,Regular Air,9.07,Connecticut,Connecticut,120.98,06855
CO,False,-6%,Louisville,3.5,Ken Lonsdale,Consumer,0.09,1,12/18/2012,12/18/2012,38240,High,42,0.74,Technology,Small Box,Targus USB Numeric Keypad,Computer Peripherals,-100.49,West,5378,4,1651.07,12/20/2012,Regular Air,6.5,Colorado,Colorado,40.98,80027
IN,True,+30%,Anderson,7,Carlos Soltero,Consumer,0.04,1,12/18/2012,12/18/2012,26240,Critical,38,0.54,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,439.77,Central,3662,3,1483.44,12/21/2012,Regular Air,1.99,Indiana,Indiana,39.48,46016
CT,False,-8%,Norwich,11,Ed Jacobs,Small Business,0.09,1,12/19/2012,12/19/2012,1411,High,39,0.72,Furniture,Jumbo Box,Rush Hierlooms Collection Rich Wood Bookcases,Bookcases,-459.86,East,211,3,5748.2,12/20/2012,Delivery Truck,35.02,Connecticut,Connecticut,160.98,06360
WA,False,-49%,Seattle,1.5,Brendan Sweed,Consumer,0.02,1,12/19/2012,12/19/2012,42852,Not Specified,13,0.4,Office Supplies,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,-63.51,West,6046,2,129.9,12/21/2012,Regular Air,9.86,Washington,Washington,9.06,98115
WA,True,+12%,Seattle,1.5,Brendan Sweed,Consumer,0.02,1,12/19/2012,12/19/2012,6562,Critical,12,0.59,Technology,Jumbo Drum,Okidata ML395C Color Dot Matrix Printer,Office Machines,2028.12,West,914,2,17274.87,12/21/2012,Delivery Truck,14.7,Washington,Washington,1360.14,98115
TX,True,+2%,Denton,4,Darren Powers,Corporate,0.06,1,12/19/2012,12/19/2012,10624,Critical,23,0.71,Technology,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Computer Peripherals,23.97,Central,1470,7,1082.43,12/21/2012,Regular Air,3.61,Texas,Texas,47.98,76201
CA,True,+26%,Roseville,2,Ed Jacobs,Small Business,0.09,1,12/19/2012,12/19/2012,1411,High,47,0.59,Technology,Small Box,5165,Telephones and Communication,1717.893,West,212,5,6717.9325,12/21/2012,Regular Air,4.99,California,California,175.99,95661
MD,True,+23%,Cumberland,8.5,Michelle Tran,Consumer,0.06,1,12/19/2012,12/19/2012,20965,Critical,38,0.57,Office Supplies,Small Box,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Storage & Organization,532.21,East,2904,4,2315.11,12/22/2012,Regular Air,9.71,Maryland,Maryland,59.76,21501
MD,False,-35%,Cumberland,8.5,Michelle Tran,Consumer,0.07,1,12/19/2012,12/19/2012,20965,Critical,8,0.56,Technology,Small Box,T65,Telephones and Communication,-444.686,East,2905,4,1264.2305,12/22/2012,Regular Air,4.2,Maryland,Maryland,195.99,21501
VA,True,+35%,Harrisonburg,8,Lisa DeCherney,Corporate,0.03,1,12/20/2012,12/20/2012,3458,High,41,0.42,Technology,Small Pack,"Memorex 4.7GB DVD+R, 3/Pack",Computer Peripherals,222.08,South,497,5,627.91,12/22/2012,Regular Air,1.99,Virginia,Virginia,15.28,22801
VA,False,-8%,Harrisonburg,8,Lisa DeCherney,Corporate,0.09,1,12/20/2012,12/20/2012,3458,High,28,0.56,Office Supplies,Wrap Bag,Newell 326,Pens & Art Supplies,-3.83,South,498,5,46.89,12/23/2012,Regular Air,0.7,Virginia,Virginia,1.76,22801
SD,True,+35%,Watertown,4,Michael Nguyen,Small Business,0,1,12/20/2012,12/20/2012,13830,High,27,0.4,Office Supplies,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,911.66,Central,1934,3,2609.53,12/23/2012,Regular Air,19.99,South Dakota,South Dakota,90.48,57201
OR,True,+13%,Redmond,1.5,Brooke Gillingham,Small Business,0.01,1,12/21/2012,12/21/2012,36934,Medium,45,0.74,Furniture,Jumbo Box,"Bevis Round Conference Table Top, X-Base",Tables,871.97,West,5202,4,6668.856,12/22/2012,Delivery Truck,29.21,Oregon,Oregon,179.29,97756
IN,True,+43%,Muncie,7,Hilary Holden,Corporate,0.09,1,12/21/2012,12/21/2012,37888,Critical,31,0.35,Office Supplies,Small Box,Avery Legal 4-Ring Binder,Binders and Binder Accessories,274.8985,Central,5329,3,639.19,12/23/2012,Regular Air,1.49,Indiana,Indiana,20.98,47302
OR,False,-45%,Redmond,1.5,Brooke Gillingham,Small Business,0.1,1,12/21/2012,12/21/2012,36934,Medium,2,0.36,Office Supplies,Wrap Bag,"Wirebound Message Book, 4 per Page",Paper,-5.16,West,5201,4,11.51,12/23/2012,Regular Air,0.95,Oregon,Oregon,5.43,97756
OR,True,+2%,Redmond,1.5,Brooke Gillingham,Small Business,0.02,1,12/21/2012,12/21/2012,36934,Medium,7,0.38,Technology,Medium Box,Canon MP41DH Printing Calculator,Office Machines,17.4,West,5200,4,1120.86,12/23/2012,Express Air,13.99,Oregon,Oregon,150.98,97756
WI,True,+42%,Appleton,5.5,Lena Radford,Small Business,0.03,1,12/21/2012,12/21/2012,22279,Not Specified,43,0.36,Office Supplies,Small Box,Xerox 1940,Paper,1040.65,Central,3106,2,2463.6,12/24/2012,Regular Air,10.75,Wisconsin,Wisconsin,54.96,54915
TX,True,+2%,Eagle Pass,4,Ed Ludwig,Consumer,0.04,1,12/21/2012,12/21/2012,59845,Low,42,0.8,Office Supplies,Wrap Bag,Plymouth Boxed Rubber Bands by Plymouth,Rubber Bands,3.02,Central,8377,7,200.1,12/25/2012,Regular Air,0.7,Texas,Texas,4.71,78852
TX,True,+5%,Edinburg,4,Ed Ludwig,Consumer,0.06,1,12/21/2012,12/21/2012,59845,Low,28,0.36,Office Supplies,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Paper,6.52,Central,8378,7,120.54,12/26/2012,Regular Air,2.26,Texas,Texas,4.2,78539
WI,False,-64%,Green Bay,5.5,Michelle Ellison,Small Business,0.06,1,12/22/2012,12/22/2012,10434,High,2,0.59,Furniture,Jumbo Drum,Global Ergonomic Managers Chair,Chairs & Chairmats,-244.47,Central,1441,2,383.45,12/23/2012,Delivery Truck,26.2,Wisconsin,Wisconsin,180.98,54302
MD,False,-109%,Cumberland,8.5,Michelle Tran,Home Office,0.09,1,12/22/2012,12/22/2012,9248,Not Specified,41,0.68,Furniture,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,-3074.2712,East,1270,4,2811.7,12/23/2012,Regular Air,69,Maryland,Maryland,71.37,21501
